topic,activity,Syntax-Ontology_Expert,Educational-Ontology_Expert,AST_Parser,Syntax-Ontology_LLM,Educational-Ontology_LLM,Free-Form_LLM
10,ps_python_dict_values,"ForStatement,print,IntegerLiteral,AugmentedAssignmentStatement,in,FunctionCall,values,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation","SingleForLoopIteration,AccessingDictionary,CallingLibraryFunction,ChangingValueVariable,Printing,ForLoopWith,Addition,AssigningValueVariable","For,Int,Attribute,AugAssign,Add,Call,Assign","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BuiltInFunction,Call,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,IntegerLiteral,IterationStatement,LiteralCollection,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,dict,in,print,values","AccessingDictionary,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingObjectOrientedProgramming,HandlingStandardFunction,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","dictionary operations,function call,variable manipulation,arithmetic operations,numerical types,loop iteration"
10,ps_python_list_to_dict,"DictLiteral,print,dict,TupleLiteral,get,ListLiteral,FunctionCall,StringLiteral,SimpleAssignmentStatement,ExpressionStatement","AccessingDictionary,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingDictionary,IndexingDictionary,CreatingTuple,CreatingList","Tuple,Attribute,List,Call,Str,Assign","AssignmentStatement,BuiltInFunction,Call,DictLiteral,DictionaryMethod,ExpressionStatement,FunctionCall,ListLiteral,Literal,LiteralCollection,Operator,SimpleAssignmentStatement,Statement,StringLiteral,TupleLiteral,dict,get,list,print,tuple","AccessingDictionary,AssigningVariable,CallingFunctionLibrary,CallingOOPMethod,CallingStandardFunction,CreatingDictionary,CreatingList,CreatingObject,CreatingTuple,HandlingDictionary,HandlingFunction,HandlingList,HandlingObjectOrientedProgramming,HandlingStandardFunction,HandlingTuple,ManagingVariable,Printing,Python","dictionary operations,function call,variable manipulation,tuple operations,string operations"
10,ps_python_dict_filter,"StringLiteral,ForStatement,print,IntegerLiteral,Larger,items,ComparisonExpression,IfStatement,FunctionCall,DictLiteral,ExpressionStatement,BinaryOperation,IndexingExpression","SingleForLoopIteration,AccessingDictionary,IfCheckingInForLoop,CallingLibraryFunction,Printing,CreatingDictionary,IndexingTuple,ForLoopWithListIndexing,CreatingString,BooleanEvaluating,AssigningValueVariable","Index,Gt,For,Int,Attribute,Call,Str,Dict,Assign,If","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,Literal,LiteralCollection,LogicalExpression,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,TupleLiteral,dict,items,print,tuple","AccessingDictionary,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CheckingCondition,CheckingInForLoop,CreatingDictionary,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingTuple,IfChecking,IfCheckingInForLoop,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration","dictionary operations,function call,variable manipulation,indexing operations,loop iteration,comparison operation,string operations"
10,ae_adl_dict1,"StringLiteral,print,IfElseStatement,in,len,FunctionCall,DictLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,ComparisonExpression","FindingLength,IfElseChecking,AccessingDictionary,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,DefiningFunctionCallingFunction,DefiningSimpleFunction,CreatingDictionary,CheckingForItem,AddingItemToDictionary,IndexingDictionary,ChangingValueDictionaryElement,CreatingString","arg,FunctionDef,Assign,Call,In,Str,If,Index,Dict","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,Literal,LiteralCollection,LogicalExpression,MembershipOperator,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,in,len,print","AccessingDictionary,AddingItemToDictionary,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CreatingDictionary,CreatingList,CreatingString,DefiningStandardFunction,FindingLength,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,IfElifElseChecking,IfElseChecking,IndexingDictionary,IndexingList,IndexingString,ManagingVariable,Printing,Python,ReplacingDictionaryElement,UpdatingVariable","input and output operations,conditional branching structures,value update and accumulation,data structure element presence checks,method parameter,function call,dictionary operations,function definition,length determination"
10,ae_adl_dict2,"print,IntegerLiteral,DictLiteral,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression","AccessingDictionary,Addition,AssigningValueVariable,CallingLibraryFunction,Printing,DefiningSimpleFunction,CreatingDictionary,AddingItemToDictionary,IndexingDictionary,ChangingValueDictionaryElement,ChangingValueVariable,CreatingString,CallingSimpleFunction","Str,Add,Int,Call,FunctionDef,Assign,Index,Dict","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DefinitionStatement,DictLiteral,ExpressionStatement,FunctionCall,FunctionDefinition,IndexingExpression,IntegerLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,print","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingDictionary,DefiningStandardFunction,HandlingDictionary,HandlingFunction,HandlingStandardFunction,HandlingString,HandlingTuple,IndexingDictionary,IndexingString,IndexingTuple,ManagingVariable,Printing,Python,ReplacingDictionaryElement,UpdatingVariable","input and output operations,value update and accumulation,arithmetic operatons,function call,dictionary operations,function definition"
10,ae_adl_dict3,"ForStatement,or,print,IntegerLiteral,NoneLiteral,Larger,DictLiteral,ComparisonExpression,IfStatement,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,BooleanOperation","SingleForLoopIteration,FindMaximum,AccessingDictionary,AssigningValueVariable,IfCheckingInForLoop,CallingLibraryFunction,BooleanEvaluating,Printing,DefiningSimpleFunction,CreatingDictionary,AddingItemToDictionary,IndexingDictionary,ForLoopWithListIndexing,ChangingValueDictionaryElement,CreatingString,CallingSimpleFunction","Dict,Index,Int,Str,Gt,Assign,If,For,Call,Or,FunctionDef,None,Eq","ArithmeticExpression,AssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ComparisonExpression,ComparisonOperator,ConditionalStatement,DefinitionStatement,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Larger,Literal,LiteralCollection,LogicalExpression,LogicalOperator,MembershipOperator,NoneLiteral,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,in,keys,or,print","AccessingDictionary,AddingItemToDictionary,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,FindMaximum,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,IfCheckingInForLoop,IndexingDictionary,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","conditional branching structures,value update and accumulation,comparison operation,function call,loop iteration,dictionary operations,function definition"
10,q_py_topic_dictionary:q_py_dict_access1,"StringLiteral,print,IntegerLiteral,FunctionCall,DictLiteral,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression","AccessingDictionary,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingDictionary,IndexingDictionary","Assign,Call,Constant,Dict","AssignmentStatement,BuiltInFunction,Call,DictLiteral,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,print","AccessingDictionary,AssigningVariable,CallingFunctionLibrary,CreatingDictionary,HandlingDictionary,HandlingFunction,IndexingDictionary,ManagingVariable,Printing,Python","dictionary operations,function call,variable manipulation,numerical types,string operations"
10,q_py_topic_dictionary:q_py_dict_access2,"StringLiteral,print,IntegerLiteral,len,FunctionCall,DictLiteral,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression","FindingLength,AccessingDictionary,Addition,AssigningValueVariable,CallingLibraryFunction,Printing,CreatingDictionary,AddingItemToDictionary,IndexingDictionary,ChangingValueDictionaryElement,Substraction","Add,Assign,Call,Constant,Dict,Sub","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,BinaryOperation,BuiltInFunction,Call,DictLiteral,ExpressionStatement,FunctionCall,IndexingExpression,IntegerLiteral,Literal,LiteralCollection,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,dict,len,print","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,CallingFunctionLibrary,CallingStandardFunction,CreatingDictionary,FindingLength,HandlingDictionary,HandlingFunction,HandlingStandardFunction,IndexingDictionary,ManagingVariable,Printing,Python,ReplacingDictionaryElement,Substraction,UpdatingVariable","dictionary operations,function call,variable manipulation,arithmetic operations,length determination"
10,py_char_dict,"ForStatement,print,IfElseStatement,input,DictLiteral,in,BinaryOperation,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IntegerLiteral,AugmentedAssignmentStatement,AddingItemToDictionary","SingleForLoopIteration,AccessingDictionary,Addition,HandlingInput,AssigningValueVariable,CallingLibraryFunction,ChangingValueVariable,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,IfElseCheckingInForLoop,IndexingDictionary,ForLoopWith,ChangingValueDictionaryElement,CallingSimpleFunction,BooleanEvaluating,CreatingString","Index,NotIn,For,Int,Attribute,AugAssign,List,Add,Dict,Str,In,Call,arg,Assign,FunctionDef,If","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,DictionaryMethod,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,in,input,keys,print,values","AccessingDictionary,AddingItemToDictionary,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,ForLoopWith+=,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingInput,HandlingList,HandlingStandardFunction,HandlingString,IfCheckingInForLoop,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingDictionaryElement,SingleForLoopIteration,TransformingToStringType,UpdatingVariable","dictionary operations,function call,function definition,input and output operations,data structure element presence checks,conditional branching structures,list operations,loop iteration,string operations"
10,py_student_score,"ForStatement,range,print,ReturnStatement,IntegerLiteral,DictLiteral,in,len,append,ListLiteral,FunctionCall,StringLiteral,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,BinaryOperation,IndexingExpression,IfElseStatement,BooleanOperation","AddingListElementWithAppend,SingleForLoopIteration,IfElseCheckingInForLoop,FindingLength,AssigningValueVariable,CallingLibraryFunction,BooleanEvaluating,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,CreatingList,AddingItemToDictionary,IndexingDictionary,IndexingList,ForLoopWithListIndexing,ChangingValueDictionaryElement,AccessingDictionary,NestedFunctionCall,CallingSimpleFunction","Index,AugAssign,Return,For,Int,Attribute,In,List,Add,Call,Str,arg,Dict,Div,Assign,FunctionDef,If","AssignmentStatement,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,dict,in,len,list,print,range","AccessingDictionary,AddingItemToDictionary,AddingListElement,AddingListElementWithAppend,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,FindingLength,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NonNestedIteration,Printing,Python,ReplacingListElement,SingleForLoopIteration,UpdatingVariable","dictionary operations,function definition,input and output operations,variable manipulation,arithmetic operations,conditional branching structures,indexing operations,list operations,length determination,loop iteration"
10,py_score_dict2,"StringLiteral,ForStatement,range,print,ReturnStatement,IntegerLiteral,DictLiteral,in,len,BinaryOperation,ListLiteral,FunctionCall,append,FunctionDefinition,SimpleAssignmentStatement,ExpressionStatement,IndexingExpression,IfElseStatement,BooleanOperation,AugmentedAssignmentStatement","SingleForLoopIteration,NestedFunctionCall,FindingLength,AccessingDictionary,AssigningValueVariable,Addition,CallingLibraryFunction,BooleanEvaluating,ChangingValueVariable,Printing,CheckingForItem,DefiningSimpleFunction,CreatingDictionary,CreatingList,Division,AddingItemToDictionary,IndexingDictionary,IndexingList,ForLoopWithListIndexing,ForLoopWith,ChangingValueDictionaryElement,AddingListElementWithAppend,IfElseCheckingInForLoop","Add,Assign,Attribute,AugAssign,Call,Constant,Dict,Div,For,FunctionDef,If,In,List,Return,arg","ArithmeticExpression,ArtithmeticOperator,AssignmentStatement,AugmentedAssignmentStatement,BinaryOperation,BooleanExpression,BuiltInFunction,Call,ConditionalStatement,DefinitionStatement,DictLiteral,ExpressionStatement,FloatLiteral,ForStatement,FunctionCall,FunctionDefinition,IfElseStatement,IfStatement,IndexingExpression,IntegerLiteral,IterationStatement,JumpStatement,ListLiteral,ListMethod,Literal,LiteralCollection,LogicalExpression,MembershipOperator,NumericLiteral,Operator,ReturnStatement,SimpleAssignmentStatement,Statement,StringLiteral,SubscriptExpression,append,in,len,list,print,range","AccessingDictionary,AddingItemToDictionary,AddingListElement,AddingListElementWithAppend,Addition,ArithmeticOperation,AssigningVariable,BooleanEvaluating,CallingFunctionLibrary,CallingStandardFunction,CheckingCondition,CheckingForItem,CheckingInForLoop,CreatingDictionary,CreatingList,DefiningStandardFunction,Division,FindingLength,ForLoopWith+=,ForLoopWithListIndexing,ForLoopWithUpdate,HandlingDictionary,HandlingFunction,HandlingList,HandlingStandardFunction,HandlingString,HandlingTuple,IfCheckingInForLoop,IfElseChecking,IfElseCheckingInForLoop,IndexingDictionary,IndexingList,IndexingString,IndexingTuple,ManagingVariable,NestedFunctionCall,NonNestedIteration,Printing,Python,SingleForLoopIteration,UpdatingVariable","dictionary operations,function call,function definition,input and output operations,variable manipulation,arithmetic operations,conditional branching structures,indexing operations,list operations,length determination,loop iteration"
